"SHOPEE (TAIWAN)","SHOPEE"
"SHOPEE SINGAPORE","SHOPEE"
"Shopmetrics Europe","Shopmetrics"
"Sierra Wireless France","Sierra Wireless"
"Sierra Wireless Sweden","Sierra Wireless"
"Sinch Denmark","Sinch"
"Sinch Germany","Sinch"
"SINCH UK","SINCH"
"Singapore Telecom Hong Kong","Singapore Telecom"
"Singapore Telecom Japan","Singapore Telecom"
"Singapore Telecom Korea","Singapore Telecom"
"Singapore Telecom Taiwan","Singapore Telecom"
"Sitel Philippines","Sitel"
"Skanska Sverige","Skanska"
"Sky Deutschland","Sky"
"Sky Italia","Sky"
"Sky UK","Sky"
"Smile Communications Nigeria","Smile Communications"
"Smile Communications Tanzania","Smile Communications"
"Societe Generale (China)","Societe Generale"
"Societe Generale Luxembourg","Societe Generale"
"Sodexo Nederland","Sodexo"
"Sony DADC Europe","Sony DADC"
"Sony Europe","Sony"
"Sony Interactive Entertainment America","Sony Interactive Entertainment"
"Sony Interactive Entertainment Europe","Sony Interactive Entertainment"
"Sony Korea","Sony"
"Sony Network Taiwan","Sony Network"
"Sony Taiwan","Sony"
"Sopra Steria Belgium","Sopra Steria"
"Sopra Steria Nederland","Sopra Steria"
"Speedcast Singapore","Speedcast"
"Speednet Communications (Hong Kong)","Speednet Communications"
"Springer Nature America","Springer Nature"
"Sprint Communications South Africa","Sprint Communications"
"Sprint Hawaii","Sprint"
"Squiz Poland","Squiz"
"Squiz UK","Squiz"
"Stantec New Zealand","Stantec"
"Stantec UK","Stantec"
"Starr International USA","Starr International"
"Startek Australia","Startek"
"StarTek USA","StarTek"
"Streamwide Romania","Streamwide"
"Symbio Networks New Zealand","Symbio Networks"
"Synamedia Technologies (India)","Synamedia Technologies"
"Synamedia Technologies Israel","Synamedia Technologies"
"Syntax Systems USA","Syntax Systems"
"T-Mobile Austria","T-Mobile"
"T-Mobile Czech Republic","T-Mobile"
"T-Mobile Polska","T-Mobile"
"T-Mobile USA","T-Mobile"
"T-Systems do Brasil","T-Systems"
"T-Systems North America","T-Systems"
"T-Systems Polska","T-Systems"
"T-Systems Schweiz","T-Systems"
"T-Systems Singapore","T-Systems"
"TaskUs India","TaskUs"
"Tata Communications (CANADA)","Tata Communications"
"Tata Communications (Netherlands)","Tata Communications"
"Tele2 Sverige","Tele2"
"Telecom Italia Sparkle Singapore","Telecom Italia Sparkle"
"Telefonica Data Uruguay","Telefonica Data"
"Telefonica de Argentina","Telefonica"
"Telefonica Germany","Telefonica"
"TELEFONICA GLOBAL SOLUTIONS BRASIL","TELEFONICA GLOBAL SOLUTIONS"
"TELEFONICA GLOBAL SOLUTIONS PERU","TELEFONICA GLOBAL SOLUTIONS"
"Telefonica Global Solutions USA","Telefonica Global Solutions"
"Telefonica Moviles El Salvador","Telefonica Moviles"
"Telefonica UK","Telefonica"
"Telehouse Deutschland","Telehouse"
"Telekom Deutschland","Telekom"
"Telekom Malaysia (Hong Kong)","Telekom Malaysia"
"Telemach Hrvatska","Telemach"
"Telemach Montenegro","Telemach"
"Telemach Slovenija","Telemach"
"Telenor Norge","Telenor"
"Telenor Sverige","Telenor"
"Teleperformance Colombia","Teleperformance"
"Teleperformance Malaysia","Teleperformance"
"Teleperformance Netherlands","Teleperformance"
"Telespazio Argentina","Telespazio"
"Telespazio Brasil","Telespazio"
"Telia Eesti","Telia"
"Telia Finland","Telia"
"Telia Lietuva","Telia"
"Telia Norge","Telia"
"Telmex Colombia","Telmex"
"Telmex do Brasil","Telmex"
"Telmex USA","Telmex"
"TELNYX ASIA PACIFIC","TELNYX"
"Telstra Europe","Telstra"
"Texas Instruments Deutschland","Texas Instruments"
"Thales DIS USA","Thales DIS"
"Thales Nederland","Thales"
"Thales Norway","Thales"
"Thales UK","Thales"
"The Summit Group (Australia)","The Summit Group"
"The Travel Corporation (Canada)","The Travel Corporation"
"The Walt Disney Company (HK)","The Walt Disney Company"
"Theravance Biopharma US","Theravance Biopharma"
"Thomson Reuters (Professional) Australia","Thomson Reuters (Professional)"
"Thomson Reuters (Professional) UK","Thomson Reuters (Professional)"
"TI SPARKLE ARGENTINA","TI SPARKLE"
"TI SPARKLE GREECE","TI SPARKLE"
"TIBCO Software India","TIBCO Software"
"Ticketmaster Australasia","Ticketmaster"
"Ticketmaster Ticketing Information Technology (Shanghai)","Ticketmaster Ticketing Information Technology"
"Ticketmaster UK","Ticketmaster"
"Tietoevry Tech Services Sweden","Tietoevry Tech Services"
"Toluna India","Toluna"
"Toshiba (Australia)","Toshiba"
"Toyota Argentina","Toyota"
"Toyota Bank Polska","Toyota Bank"
"Toyota Boshoku Europe","Toyota Boshoku"
"Toyota Deutschland","Toyota"
"Toyota Material Handling Europe","Toyota Material Handling"
"Toyota Motor Engineering and Manufacturing North America","Toyota Motor Engineering and Manufacturing"
"Toyota Motor Europe","Toyota Motor"
"Toyota Tsusho America","Toyota Tsusho"
"Toyota Tsusho Systems India","Toyota Tsusho Systems"
"Tradeweb Australia","Tradeweb"
"Tradeweb Japan","Tradeweb"
"Transaction Network Services (UK)","Transaction Network Services"
"Transcom Colombia","Transcom"
"Transdev North America","Transdev"
"Transdev Sverige","Transdev"
"Transgourmet Deutschland","Transgourmet"
"Transgourmet Polska","Transgourmet"
"Trustteam Luxembourg","Trustteam"
"Trustteam Nederland","Trustteam"
"Ubisoft Shanghai","Ubisoft"
"Ufinet Argentina","Ufinet"
"UFINET BRASIL","UFINET"
"UFINET COLOMBIA","UFINET"
"Ufinet Costa Rica","Ufinet"
"UFINET Guatemala","UFINET"
"Ufinet Honduras","Ufinet"
"UFINET MEXICO","UFINET"
"Ufinet Nicaragua","Ufinet"
"UFINET PANAMA","UFINET"
"UFINET PARAGUAY","UFINET"
"Unisys Brasil","Unisys"
"Unisys New Zealand","Unisys"
"UpCloud USA","UpCloud"
"Verizon Australia","Verizon"
"Verizon Communications India","Verizon Communications"
"Verizon Data Services India","Verizon Data Services"
"Verizon Denmark","Verizon"
"Verizon Deutschland","Verizon"
"Verizon Hong Kong","Verizon"
"Verizon Ireland","Verizon"
"Verizon Italia","Verizon"
"Verizon Japan","Verizon"
"Verizon Nederland","Verizon"
"Verizon New Zealand","Verizon"
"Verizon Sweden","Verizon"
"Verizon Switzerland","Verizon"
"Verizon UK","Verizon"
"VIETTEL (CAMBODIA)","VIETTEL"
"VIETTEL BURUNDI","VIETTEL"
"VIETTEL PERÚ","VIETTEL"
"Viettel Tanzania","Viettel"
"Viettel Timor Leste","Viettel"
"Virgin Media Ireland","Virgin Media"
"Virtual Internet (UK)","Virtual Internet"
"Visa Information Technology (Beijing)","Visa Information Technology"
"VNG Singapore","VNG"
"Vodacom Business (Ghana)","Vodacom Business"
"Vodacom Congo","Vodacom"
"Vodacom Lesotho","Vodacom"
"Vodacom Mocambique","Vodacom"
"Vodacom Tanzania","Vodacom"
"Vodafone Albania","Vodafone"
"Vodafone Australia","Vodafone"
"Vodafone Czech Republic","Vodafone"
"Vodafone Deutschland","Vodafone"
"Vodafone Fiji","Vodafone"
"Vodafone Ireland","Vodafone"
"Vodafone Italia","Vodafone"
"Vodafone Qatar","Vodafone"
"Vodafone Romania","Vodafone"
"Vodafone Samoa","Vodafone"
"Volkswagen Financial Services Australia","Volkswagen Financial Services"
"Volkswagen Group of America","Volkswagen Group"
"Volkswagen Group Polska","Volkswagen Group"
"World Vision Australia","World Vision"
"World Vision Kenya","World Vision"
"Worldline ePayments India","Worldline ePayments"
"Worldline Financial Services (Europe)","Worldline Financial Services"
"Worldline Services Australia","Worldline Services"
"Worldline Sweden","Worldline"
"WPP Group USA","WPP Group"
"WPP Hong Kong","WPP"
"Xtime Asia Pacific","Xtime"
"xTom Hong Kong","xTom"
"xTom Japan","xTom"
"Yahoo Japan","Yahoo"
"YKK KOREA","YKK"
"YKK USA","YKK"
"Zain South Sudan","Zain"
"Zain Zambia","Zain"
"Zayo Infrastructure France","Zayo Infrastructure"
"zColo France","zColo"
"ZeniMax Germany","ZeniMax"
"Zenith Bank Ghana","Zenith Bank"
"Zenlayer (Singapore)","Zenlayer"
"Zoho Canada","Zoho"
"Zoho Japan","Zoho"
"ZOLL Medical Deutschland","ZOLL Medical"
